,Datetime,Temperature
698,2023-08-14 06:16:16.898513,34
699,2023-08-14 06:31:16.898513,37
700,2023-08-14 06:46:16.898513,35
701,2023-08-14 07:01:16.898513,38
702,2023-08-14 07:16:16.898513,40
703,2023-08-14 07:31:16.898513,25
704,2023-08-14 07:46:16.898513,45
705,2023-08-14 08:01:16.898513,42
706,2023-08-14 08:16:16.898513,35
707,2023-08-14 08:31:16.898513,25
708,2023-08-14 08:46:16.898513,20
709,2023-08-14 09:01:16.898513,34
710,2023-08-14 09:16:16.898513,21
711,2023-08-14 09:31:16.898513,39
712,2023-08-14 09:46:16.898513,33
713,2023-08-14 10:01:16.898513,38
714,2023-08-14 10:16:16.898513,27
715,2023-08-14 10:31:16.898513,45
716,2023-08-14 10:46:16.898513,42
717,2023-08-14 11:01:16.898513,42
718,2023-08-14 11:16:16.898513,24
719,2023-08-14 11:31:16.898513,45
720,2023-08-14 11:46:16.898513,21
721,2023-08-14 12:01:16.898513,42
722,2023-08-14 12:16:16.898513,31
723,2023-08-14 12:31:16.898513,40
724,2023-08-14 12:46:16.898513,40
725,2023-08-14 13:01:16.898513,44
726,2023-08-14 13:16:16.898513,35
727,2023-08-14 13:31:16.898513,43
728,2023-08-14 13:46:16.898513,26
729,2023-08-14 14:01:16.898513,30
730,2023-08-14 14:16:16.898513,24
731,2023-08-14 14:31:16.898513,28
732,2023-08-14 14:46:16.898513,26
733,2023-08-14 15:01:16.898513,20
734,2023-08-14 15:16:16.898513,21
735,2023-08-14 15:31:16.898513,45
736,2023-08-14 15:46:16.898513,26
737,2023-08-14 16:01:16.898513,25
738,2023-08-14 16:16:16.898513,23
739,2023-08-14 16:31:16.898513,28
740,2023-08-14 16:46:16.898513,21
741,2023-08-14 17:01:16.898513,36
742,2023-08-14 17:16:16.898513,37
743,2023-08-14 17:31:16.898513,21
744,2023-08-14 17:46:16.898513,33
745,2023-08-14 18:01:16.898513,40
746,2023-08-14 18:16:16.898513,42
747,2023-08-14 18:31:16.898513,25
748,2023-08-14 18:46:16.898513,32
749,2023-08-14 19:01:16.898513,22
750,2023-08-14 19:16:16.898513,23
751,2023-08-14 19:31:16.898513,27
752,2023-08-14 19:46:16.898513,44
753,2023-08-14 20:01:16.898513,21
754,2023-08-14 20:16:16.898513,41
755,2023-08-14 20:31:16.898513,34
756,2023-08-14 20:46:16.898513,27
757,2023-08-14 21:01:16.898513,21
758,2023-08-14 21:16:16.898513,40
759,2023-08-14 21:31:16.898513,29
760,2023-08-14 21:46:16.898513,23
761,2023-08-14 22:01:16.898513,39
762,2023-08-14 22:16:16.898513,20
763,2023-08-14 22:31:16.898513,38
764,2023-08-14 22:46:16.898513,41
765,2023-08-14 23:01:16.898513,44
766,2023-08-14 23:16:16.898513,45
767,2023-08-14 23:31:16.898513,37
768,2023-08-14 23:46:16.898513,23
769,2023-08-15 00:01:16.898513,32
770,2023-08-15 00:16:16.898513,21
771,2023-08-15 00:31:16.898513,20
772,2023-08-15 00:46:16.898513,23
773,2023-08-15 01:01:16.898513,23
774,2023-08-15 01:16:16.898513,27
775,2023-08-15 01:31:16.898513,41
776,2023-08-15 01:46:16.898513,39
777,2023-08-15 02:01:16.898513,39
778,2023-08-15 02:16:16.898513,41
779,2023-08-15 02:31:16.898513,27
780,2023-08-15 02:46:16.898513,30
781,2023-08-15 03:01:16.898513,29
782,2023-08-15 03:16:16.898513,44
783,2023-08-15 03:31:16.898513,30
784,2023-08-15 03:46:16.898513,29
785,2023-08-15 04:01:16.898513,37
786,2023-08-15 04:16:16.898513,31
787,2023-08-15 04:31:16.898513,33
788,2023-08-15 04:46:16.898513,37
789,2023-08-15 05:01:16.898513,36
790,2023-08-15 05:16:16.898513,23
791,2023-08-15 05:31:16.898513,32
792,2023-08-15 05:46:16.898513,38
793,2023-08-15 06:01:16.898513,28
794,2023-08-15 06:16:16.898513,34
795,2023-08-15 06:31:16.898513,20
796,2023-08-15 06:46:16.898513,31
797,2023-08-15 07:01:16.898513,24
798,2023-08-15 07:16:16.898513,20
799,2023-08-15 07:31:16.898513,21
800,2023-08-15 07:46:16.898513,25
801,2023-08-15 08:01:16.898513,37
802,2023-08-15 08:16:16.898513,35
803,2023-08-15 08:31:16.898513,38
804,2023-08-15 08:46:16.898513,21
805,2023-08-15 09:01:16.898513,38
806,2023-08-15 09:16:16.898513,32
807,2023-08-15 09:31:16.898513,27
808,2023-08-15 09:46:16.898513,33
809,2023-08-15 10:01:16.898513,21
810,2023-08-15 10:16:16.898513,31
811,2023-08-15 10:31:16.898513,33
812,2023-08-15 10:46:16.898513,24
813,2023-08-15 11:01:16.898513,27
814,2023-08-15 11:16:16.898513,36
815,2023-08-15 11:31:16.898513,36
816,2023-08-15 11:46:16.898513,26
817,2023-08-15 12:01:16.898513,26
818,2023-08-15 12:16:16.898513,43
819,2023-08-15 12:31:16.898513,36
820,2023-08-15 12:46:16.898513,29
821,2023-08-15 13:01:16.898513,29
822,2023-08-15 13:16:16.898513,31
823,2023-08-15 13:31:16.898513,31
824,2023-08-15 13:46:16.898513,44
825,2023-08-15 14:01:16.898513,25
826,2023-08-15 14:16:16.898513,33
827,2023-08-15 14:31:16.898513,45
828,2023-08-15 14:46:16.898513,40
829,2023-08-15 15:01:16.898513,34
830,2023-08-15 15:16:16.898513,32
831,2023-08-15 15:31:16.898513,25
832,2023-08-15 15:46:16.898513,24
833,2023-08-15 16:01:16.898513,44
834,2023-08-15 16:16:16.898513,22
835,2023-08-15 16:31:16.898513,26
836,2023-08-15 16:46:16.898513,35
837,2023-08-15 17:01:16.898513,27
838,2023-08-15 17:16:16.898513,25
839,2023-08-15 17:31:16.898513,42
840,2023-08-15 17:46:16.898513,24
841,2023-08-15 18:01:16.898513,35
842,2023-08-15 18:16:16.898513,35
843,2023-08-15 18:31:16.898513,40
844,2023-08-15 18:46:16.898513,22
845,2023-08-15 19:01:16.898513,23
846,2023-08-15 19:16:16.898513,24
847,2023-08-15 19:31:16.898513,21
848,2023-08-15 19:46:16.898513,23
849,2023-08-15 20:01:16.898513,32
850,2023-08-15 20:16:16.898513,41
851,2023-08-15 20:31:16.898513,36
852,2023-08-15 20:46:16.898513,35
853,2023-08-15 21:01:16.898513,40
854,2023-08-15 21:16:16.898513,44
855,2023-08-15 21:31:16.898513,43
856,2023-08-15 21:46:16.898513,33
857,2023-08-15 22:01:16.898513,31
858,2023-08-15 22:16:16.898513,26
859,2023-08-15 22:31:16.898513,36
860,2023-08-15 22:46:16.898513,20
861,2023-08-15 23:01:16.898513,21
862,2023-08-15 23:16:16.898513,34
863,2023-08-15 23:31:16.898513,22
864,2023-08-15 23:46:16.898513,22
865,2023-08-16 00:01:16.898513,40
866,2023-08-16 00:16:16.898513,37
867,2023-08-16 00:31:16.898513,33
868,2023-08-16 00:46:16.898513,40
869,2023-08-16 01:01:16.898513,31
870,2023-08-16 01:16:16.898513,29
871,2023-08-16 01:31:16.898513,25
872,2023-08-16 01:46:16.898513,31
873,2023-08-16 02:01:16.898513,44
874,2023-08-16 02:16:16.898513,30
875,2023-08-16 02:31:16.898513,45
876,2023-08-16 02:46:16.898513,29
877,2023-08-16 03:01:16.898513,31
878,2023-08-16 03:16:16.898513,23
879,2023-08-16 03:31:16.898513,44
880,2023-08-16 03:46:16.898513,41
881,2023-08-16 04:01:16.898513,33
882,2023-08-16 04:16:16.898513,36
883,2023-08-16 04:31:16.898513,43
884,2023-08-16 04:46:16.898513,40
885,2023-08-16 05:01:16.898513,35
886,2023-08-16 05:16:16.898513,37
887,2023-08-16 05:31:16.898513,31
888,2023-08-16 05:46:16.898513,26
889,2023-08-16 06:01:16.898513,35
890,2023-08-16 06:16:16.898513,26
891,2023-08-16 06:31:16.898513,35
892,2023-08-16 06:46:16.898513,22
893,2023-08-16 07:01:16.898513,45
894,2023-08-16 07:16:16.898513,33
895,2023-08-16 07:31:16.898513,23
896,2023-08-16 07:46:16.898513,28
897,2023-08-16 08:01:16.898513,24
898,2023-08-16 08:16:16.898513,37
899,2023-08-16 08:31:16.898513,37
900,2023-08-16 08:46:16.898513,41
901,2023-08-16 09:01:16.898513,27
902,2023-08-16 09:16:16.898513,39
903,2023-08-16 09:31:16.898513,27
904,2023-08-16 09:46:16.898513,25
905,2023-08-16 10:01:16.898513,31
906,2023-08-16 10:16:16.898513,20
907,2023-08-16 10:31:16.898513,32
908,2023-08-16 10:46:16.898513,27
909,2023-08-16 11:01:16.898513,28
910,2023-08-16 11:16:16.898513,29
911,2023-08-16 11:31:16.898513,30
912,2023-08-16 11:46:16.898513,43
913,2023-08-16 12:01:16.898513,20
914,2023-08-16 12:16:16.898513,26
915,2023-08-16 12:31:16.898513,28
916,2023-08-16 12:46:16.898513,20
917,2023-08-16 13:01:16.898513,30
918,2023-08-16 13:16:16.898513,44
919,2023-08-16 13:31:16.898513,20
920,2023-08-16 13:46:16.898513,24
921,2023-08-16 14:01:16.898513,35
922,2023-08-16 14:16:16.898513,45
923,2023-08-16 14:31:16.898513,31
924,2023-08-16 14:46:16.898513,27
925,2023-08-16 15:01:16.898513,32
926,2023-08-16 15:16:16.898513,38
927,2023-08-16 15:31:16.898513,42
928,2023-08-16 15:46:16.898513,31
929,2023-08-16 16:01:16.898513,45
930,2023-08-16 16:16:16.898513,22
931,2023-08-16 16:31:16.898513,23
932,2023-08-16 16:46:16.898513,32
933,2023-08-16 17:01:16.898513,30
934,2023-08-16 17:16:16.898513,38
935,2023-08-16 17:31:16.898513,36
936,2023-08-16 17:46:16.898513,39
937,2023-08-16 18:01:16.898513,30
938,2023-08-16 18:16:16.898513,37
939,2023-08-16 18:31:16.898513,20
940,2023-08-16 18:46:16.898513,32
941,2023-08-16 19:01:16.898513,41
942,2023-08-16 19:16:16.898513,33
943,2023-08-16 19:31:16.898513,29
944,2023-08-16 19:46:16.898513,45
945,2023-08-16 20:01:16.898513,44
946,2023-08-16 20:16:16.898513,39
947,2023-08-16 20:31:16.898513,28
948,2023-08-16 20:46:16.898513,45
949,2023-08-16 21:01:16.898513,22
950,2023-08-16 21:16:16.898513,27
951,2023-08-16 21:31:16.898513,32
952,2023-08-16 21:46:16.898513,33
953,2023-08-16 22:01:16.898513,41
954,2023-08-16 22:16:16.898513,38
955,2023-08-16 22:31:16.898513,33
956,2023-08-16 22:46:16.898513,33
957,2023-08-16 23:01:16.898513,42
958,2023-08-16 23:16:16.898513,29
959,2023-08-16 23:31:16.898513,35
960,2023-08-16 23:46:16.898513,33
961,2023-08-17 00:01:16.898513,27
962,2023-08-17 00:16:16.898513,33
963,2023-08-17 00:31:16.898513,34
964,2023-08-17 00:46:16.898513,22
965,2023-08-17 01:01:16.898513,38
966,2023-08-17 01:16:16.898513,32
967,2023-08-17 01:31:16.898513,38
968,2023-08-17 01:46:16.898513,30
969,2023-08-17 02:01:16.898513,24
970,2023-08-17 02:16:16.898513,25
971,2023-08-17 02:31:16.898513,40
972,2023-08-17 02:46:16.898513,21
973,2023-08-17 03:01:16.898513,40
974,2023-08-17 03:16:16.898513,27
975,2023-08-17 03:31:16.898513,40
976,2023-08-17 03:46:16.898513,45
977,2023-08-17 04:01:16.898513,45
978,2023-08-17 04:16:16.898513,37
979,2023-08-17 04:31:16.898513,27
980,2023-08-17 04:46:16.898513,32
981,2023-08-17 05:01:16.898513,24
982,2023-08-17 05:16:16.898513,30
983,2023-08-17 05:31:16.898513,45
984,2023-08-17 05:46:16.898513,27
985,2023-08-17 06:01:16.898513,44
986,2023-08-17 06:16:16.898513,37
987,2023-08-17 06:31:16.898513,38
988,2023-08-17 06:46:16.898513,25
989,2023-08-17 07:01:16.898513,24
990,2023-08-17 07:16:16.898513,34
991,2023-08-17 07:31:16.898513,35
992,2023-08-17 07:46:16.898513,25
993,2023-08-17 08:01:16.898513,40
994,2023-08-17 08:16:16.898513,44
995,2023-08-17 08:31:16.898513,33
996,2023-08-17 08:46:16.898513,20
997,2023-08-17 09:01:16.898513,35
998,2023-08-17 09:16:16.898513,22
999,2023-08-17 09:31:16.898513,30
1000,2023-08-17 09:46:16.898513,34
1001,2023-08-17 10:01:16.898513,37
1002,2023-08-17 10:16:16.898513,24
1003,2023-08-17 10:31:16.898513,36
1004,2023-08-17 10:46:16.898513,44
1005,2023-08-17 11:01:16.898513,43
1006,2023-08-17 11:16:16.898513,31
1007,2023-08-17 11:31:16.898513,38
1008,2023-08-17 11:46:16.898513,21
1009,2023-08-17 12:01:16.898513,41
1010,2023-08-17 12:16:16.898513,37
1011,2023-08-17 12:31:16.898513,29
1012,2023-08-17 12:46:16.898513,34
1013,2023-08-17 13:01:16.898513,21
1014,2023-08-17 13:16:16.898513,24
1015,2023-08-17 13:31:16.898513,43
1016,2023-08-17 13:46:16.898513,40
1017,2023-08-17 14:01:16.898513,32
1018,2023-08-17 14:16:16.898513,43
1019,2023-08-17 14:31:16.898513,36
1020,2023-08-17 14:46:16.898513,38
1021,2023-08-17 15:01:16.898513,27
1022,2023-08-17 15:16:16.898513,20
1023,2023-08-17 15:31:16.898513,35
1024,2023-08-17 15:46:16.898513,25
1025,2023-08-17 16:01:16.898513,34
1026,2023-08-17 16:16:16.898513,44
1027,2023-08-17 16:31:16.898513,23
1028,2023-08-17 16:46:16.898513,33
1029,2023-08-17 17:01:16.898513,40
1030,2023-08-17 17:16:16.898513,37
1031,2023-08-17 17:31:16.898513,24
1032,2023-08-17 17:46:16.898513,32
1033,2023-08-17 18:01:16.898513,25
1034,2023-08-17 18:16:16.898513,30
1035,2023-08-17 18:31:16.898513,37
1036,2023-08-17 18:46:16.898513,38
1037,2023-08-17 19:01:16.898513,40
1038,2023-08-17 19:16:16.898513,33
1039,2023-08-17 19:31:16.898513,41
1040,2023-08-17 19:46:16.898513,20
1041,2023-08-17 20:01:16.898513,25
1042,2023-08-17 20:16:16.898513,25
1043,2023-08-17 20:31:16.898513,30
1044,2023-08-17 20:46:16.898513,37
1045,2023-08-17 21:01:16.898513,44
1046,2023-08-17 21:16:16.898513,43
1047,2023-08-17 21:31:16.898513,33
1048,2023-08-17 21:46:16.898513,41
1049,2023-08-17 22:01:16.898513,31
1050,2023-08-17 22:16:16.898513,34
1051,2023-08-17 22:31:16.898513,37
1052,2023-08-17 22:46:16.898513,27
1053,2023-08-17 23:01:16.898513,28
1054,2023-08-17 23:16:16.898513,42
1055,2023-08-17 23:31:16.898513,34
1056,2023-08-17 23:46:16.898513,33
1057,2023-08-18 00:01:16.898513,33
1058,2023-08-18 00:16:16.898513,40
1059,2023-08-18 00:31:16.898513,26
1060,2023-08-18 00:46:16.898513,20
1061,2023-08-18 01:01:16.898513,40
1062,2023-08-18 01:16:16.898513,41
1063,2023-08-18 01:31:16.898513,31
1064,2023-08-18 01:46:16.898513,40
1065,2023-08-18 02:01:16.898513,34
1066,2023-08-18 02:16:16.898513,23
1067,2023-08-18 02:31:16.898513,38
1068,2023-08-18 02:46:16.898513,37
1069,2023-08-18 03:01:16.898513,42
1070,2023-08-18 03:16:16.898513,22
1071,2023-08-18 03:31:16.898513,24
1072,2023-08-18 03:46:16.898513,23
1073,2023-08-18 04:01:16.898513,23
1074,2023-08-18 04:16:16.898513,24
1075,2023-08-18 04:31:16.898513,33
1076,2023-08-18 04:46:16.898513,21
1077,2023-08-18 05:01:16.898513,41
1078,2023-08-18 05:16:16.898513,26
1079,2023-08-18 05:31:16.898513,31
1080,2023-08-18 05:46:16.898513,35
1081,2023-08-18 06:01:16.898513,34
1082,2023-08-18 06:16:16.898513,20
1083,2023-08-18 06:31:16.898513,31
1084,2023-08-18 06:46:16.898513,42
1085,2023-08-18 07:01:16.898513,28
1086,2023-08-18 07:16:16.898513,35
1087,2023-08-18 07:31:16.898513,41
1088,2023-08-18 07:46:16.898513,45
1089,2023-08-18 08:01:16.898513,26
1090,2023-08-18 08:16:16.898513,32
1091,2023-08-18 08:31:16.898513,37
1092,2023-08-18 08:46:16.898513,43
1093,2023-08-18 09:01:16.898513,29
1094,2023-08-18 09:16:16.898513,26
1095,2023-08-18 09:31:16.898513,37
1096,2023-08-18 09:46:16.898513,41
1097,2023-08-18 10:01:16.898513,32
1098,2023-08-18 10:16:16.898513,27
1099,2023-08-18 10:31:16.898513,20
1100,2023-08-18 10:46:16.898513,22
1101,2023-08-18 11:01:16.898513,22
1102,2023-08-18 11:16:16.898513,35
1103,2023-08-18 11:31:16.898513,43
1104,2023-08-18 11:46:16.898513,45
1105,2023-08-18 12:01:16.898513,36
1106,2023-08-18 12:16:16.898513,38
1107,2023-08-18 12:31:16.898513,32
1108,2023-08-18 12:46:16.898513,21
1109,2023-08-18 13:01:16.898513,28
1110,2023-08-18 13:16:16.898513,26
1111,2023-08-18 13:31:16.898513,21
1112,2023-08-18 13:46:16.898513,37
1113,2023-08-18 14:01:16.898513,44
1114,2023-08-18 14:16:16.898513,32
1115,2023-08-18 14:31:16.898513,33
1116,2023-08-18 14:46:16.898513,38
1117,2023-08-18 15:01:16.898513,37
1118,2023-08-18 15:16:16.898513,29
1119,2023-08-18 15:31:16.898513,32
1120,2023-08-18 15:46:16.898513,24
1121,2023-08-18 16:01:16.898513,35
1122,2023-08-18 16:16:16.898513,30
1123,2023-08-18 16:31:16.898513,24
1124,2023-08-18 16:46:16.898513,42
1125,2023-08-18 17:01:16.898513,45
1126,2023-08-18 17:16:16.898513,44
1127,2023-08-18 17:31:16.898513,45
1128,2023-08-18 17:46:16.898513,27
1129,2023-08-18 18:01:16.898513,45
1130,2023-08-18 18:16:16.898513,20
1131,2023-08-18 18:31:16.898513,39
1132,2023-08-18 18:46:16.898513,40
1133,2023-08-18 19:01:16.898513,39
1134,2023-08-18 19:16:16.898513,24
1135,2023-08-18 19:31:16.898513,32
1136,2023-08-18 19:46:16.898513,23
1137,2023-08-18 20:01:16.898513,24
1138,2023-08-18 20:16:16.898513,31
1139,2023-08-18 20:31:16.898513,25
1140,2023-08-18 20:46:16.898513,43
1141,2023-08-18 21:01:16.898513,43
1142,2023-08-18 21:16:16.898513,24
1143,2023-08-18 21:31:16.898513,38
1144,2023-08-18 21:46:16.898513,27
1145,2023-08-18 22:01:16.898513,32
1146,2023-08-18 22:16:16.898513,42
1147,2023-08-18 22:31:16.898513,41
1148,2023-08-18 22:46:16.898513,43
1149,2023-08-18 23:01:16.898513,39
1150,2023-08-18 23:16:16.898513,32
1151,2023-08-18 23:31:16.898513,32
1152,2023-08-18 23:46:16.898513,23
1153,2023-08-19 00:01:16.898513,45
1154,2023-08-19 00:16:16.898513,28
1155,2023-08-19 00:31:16.898513,22
1156,2023-08-19 00:46:16.898513,28
1157,2023-08-19 01:01:16.898513,29
1158,2023-08-19 01:16:16.898513,22
1159,2023-08-19 01:31:16.898513,34
1160,2023-08-19 01:46:16.898513,35
1161,2023-08-19 02:01:16.898513,42
1162,2023-08-19 02:16:16.898513,40
1163,2023-08-19 02:31:16.898513,40
1164,2023-08-19 02:46:16.898513,41
1165,2023-08-19 03:01:16.898513,25
1166,2023-08-19 03:16:16.898513,20
1167,2023-08-19 03:31:16.898513,27
1168,2023-08-19 03:46:16.898513,26
1169,2023-08-19 04:01:16.898513,30
1170,2023-08-19 04:16:16.898513,23
1171,2023-08-19 04:31:16.898513,24
1172,2023-08-19 04:46:16.898513,25
1173,2023-08-19 05:01:16.898513,27
1174,2023-08-19 05:16:16.898513,39
1175,2023-08-19 05:31:16.898513,32
1176,2023-08-19 05:46:16.898513,42
1177,2023-08-19 06:01:16.898513,28
1178,2023-08-19 06:16:16.898513,43
1179,2023-08-19 06:31:16.898513,31
1180,2023-08-19 06:46:16.898513,32
1181,2023-08-19 07:01:16.898513,31
1182,2023-08-19 07:16:16.898513,34
1183,2023-08-19 07:31:16.898513,37
1184,2023-08-19 07:46:16.898513,36
1185,2023-08-19 08:01:16.898513,28
1186,2023-08-19 08:16:16.898513,44
1187,2023-08-19 08:31:16.898513,43
1188,2023-08-19 08:46:16.898513,24
1189,2023-08-19 09:01:16.898513,36
1190,2023-08-19 09:16:16.898513,24
1191,2023-08-19 09:31:16.898513,21
1192,2023-08-19 09:46:16.898513,34
1193,2023-08-19 10:01:16.898513,26
1194,2023-08-19 10:16:16.898513,44
1195,2023-08-19 10:31:16.898513,24
1196,2023-08-19 10:46:16.898513,35
1197,2023-08-19 11:01:16.898513,27
1198,2023-08-19 11:16:16.898513,34
1199,2023-08-19 11:31:16.898513,41
1200,2023-08-19 11:46:16.898513,27
1201,2023-08-19 12:01:16.898513,28
1202,2023-08-19 12:16:16.898513,40
1203,2023-08-19 12:31:16.898513,31
1204,2023-08-19 12:46:16.898513,32
1205,2023-08-19 13:01:16.898513,26
1206,2023-08-19 13:16:16.898513,28
1207,2023-08-19 13:31:16.898513,42
1208,2023-08-19 13:46:16.898513,36
1209,2023-08-19 14:01:16.898513,27
1210,2023-08-19 14:16:16.898513,37
1211,2023-08-19 14:31:16.898513,21
1212,2023-08-19 14:46:16.898513,44
1213,2023-08-19 15:01:16.898513,41
1214,2023-08-19 15:16:16.898513,30
1215,2023-08-19 15:31:16.898513,22
1216,2023-08-19 15:46:16.898513,21
1217,2023-08-19 16:01:16.898513,38
1218,2023-08-19 16:16:16.898513,37
1219,2023-08-19 16:31:16.898513,35
1220,2023-08-19 16:46:16.898513,31
1221,2023-08-19 17:01:16.898513,33
1222,2023-08-19 17:16:16.898513,25
1223,2023-08-19 17:31:16.898513,24
1224,2023-08-19 17:46:16.898513,32
1225,2023-08-19 18:01:16.898513,41
1226,2023-08-19 18:16:16.898513,38
1227,2023-08-19 18:31:16.898513,23
1228,2023-08-19 18:46:16.898513,33
1229,2023-08-19 19:01:16.898513,37
1230,2023-08-19 19:16:16.898513,35
1231,2023-08-19 19:31:16.898513,22
1232,2023-08-19 19:46:16.898513,37
1233,2023-08-19 20:01:16.898513,34
1234,2023-08-19 20:16:16.898513,35
1235,2023-08-19 20:31:16.898513,30
1236,2023-08-19 20:46:16.898513,35
1237,2023-08-19 21:01:16.898513,29
1238,2023-08-19 21:16:16.898513,40
1239,2023-08-19 21:31:16.898513,36
1240,2023-08-19 21:46:16.898513,39
1241,2023-08-19 22:01:16.898513,32
1242,2023-08-19 22:16:16.898513,36
1243,2023-08-19 22:31:16.898513,38
1244,2023-08-19 22:46:16.898513,31
1245,2023-08-19 23:01:16.898513,37
1246,2023-08-19 23:16:16.898513,38
1247,2023-08-19 23:31:16.898513,22
1248,2023-08-19 23:46:16.898513,43
1249,2023-08-20 00:01:16.898513,36
1250,2023-08-20 00:16:16.898513,22
1251,2023-08-20 00:31:16.898513,31
1252,2023-08-20 00:46:16.898513,28
1253,2023-08-20 01:01:16.898513,24
1254,2023-08-20 01:16:16.898513,32
1255,2023-08-20 01:31:16.898513,31
1256,2023-08-20 01:46:16.898513,38
1257,2023-08-20 02:01:16.898513,35
1258,2023-08-20 02:16:16.898513,30
1259,2023-08-20 02:31:16.898513,35
1260,2023-08-20 02:46:16.898513,35
1261,2023-08-20 03:01:16.898513,41
1262,2023-08-20 03:16:16.898513,37
1263,2023-08-20 03:31:16.898513,39
1264,2023-08-20 03:46:16.898513,38
1265,2023-08-20 04:01:16.898513,31
1266,2023-08-20 04:16:16.898513,35
1267,2023-08-20 04:31:16.898513,36
1268,2023-08-20 04:46:16.898513,34
1269,2023-08-20 05:01:16.898513,36
1270,2023-08-20 05:16:16.898513,30
1271,2023-08-20 05:31:16.898513,44
1272,2023-08-20 05:46:16.898513,27
1273,2023-08-20 06:01:16.898513,36
1274,2023-08-20 06:16:16.898513,36
1275,2023-08-20 06:31:16.898513,27
1276,2023-08-20 06:46:16.898513,28
1277,2023-08-20 07:01:16.898513,30
1278,2023-08-20 07:16:16.898513,39
1279,2023-08-20 07:31:16.898513,37
1280,2023-08-20 07:46:16.898513,27
1281,2023-08-20 08:01:16.898513,42
1282,2023-08-20 08:16:16.898513,33
1283,2023-08-20 08:31:16.898513,22
1284,2023-08-20 08:46:16.898513,35
1285,2023-08-20 09:01:16.898513,21
1286,2023-08-20 09:16:16.898513,26
1287,2023-08-20 09:31:16.898513,21
1288,2023-08-20 09:46:16.898513,45
1289,2023-08-20 10:01:16.898513,44
1290,2023-08-20 10:16:16.898513,29
1291,2023-08-20 10:31:16.898513,41
1292,2023-08-20 10:46:16.898513,39
1293,2023-08-20 11:01:16.898513,31
1294,2023-08-20 11:16:16.898513,26
1295,2023-08-20 11:31:16.898513,42
1296,2023-08-20 11:46:16.898513,31
1297,2023-08-20 12:01:16.898513,38
1298,2023-08-20 12:16:16.898513,33
1299,2023-08-20 12:31:16.898513,26
1300,2023-08-20 12:46:16.898513,32
1301,2023-08-20 13:01:16.898513,27
1302,2023-08-20 13:16:16.898513,43
1303,2023-08-20 13:31:16.898513,26
1304,2023-08-20 13:46:16.898513,38
1305,2023-08-20 14:01:16.898513,44
1306,2023-08-20 14:16:16.898513,22
1307,2023-08-20 14:31:16.898513,20
1308,2023-08-20 14:46:16.898513,33
1309,2023-08-20 15:01:16.898513,37
1310,2023-08-20 15:16:16.898513,37
1311,2023-08-20 15:31:16.898513,42
1312,2023-08-20 15:46:16.898513,32
1313,2023-08-20 16:01:16.898513,21
1314,2023-08-20 16:16:16.898513,24
1315,2023-08-20 16:31:16.898513,28
1316,2023-08-20 16:46:16.898513,35
1317,2023-08-20 17:01:16.898513,26
1318,2023-08-20 17:16:16.898513,41
1319,2023-08-20 17:31:16.898513,28
1320,2023-08-20 17:46:16.898513,22
1321,2023-08-20 18:01:16.898513,25
1322,2023-08-20 18:16:16.898513,30
1323,2023-08-20 18:31:16.898513,24
1324,2023-08-20 18:46:16.898513,38
1325,2023-08-20 19:01:16.898513,26
1326,2023-08-20 19:16:16.898513,36
1327,2023-08-20 19:31:16.898513,42
1328,2023-08-20 19:46:16.898513,44
1329,2023-08-20 20:01:16.898513,23
1330,2023-08-20 20:16:16.898513,26
1331,2023-08-20 20:31:16.898513,43
1332,2023-08-20 20:46:16.898513,42
1333,2023-08-20 21:01:16.898513,23
1334,2023-08-20 21:16:16.898513,44
1335,2023-08-20 21:31:16.898513,27
1336,2023-08-20 21:46:16.898513,33
1337,2023-08-20 22:01:16.898513,38
1338,2023-08-20 22:16:16.898513,43
1339,2023-08-20 22:31:16.898513,42
1340,2023-08-20 22:46:16.898513,31
1341,2023-08-20 23:01:16.898513,40
1342,2023-08-20 23:16:16.898513,25
1343,2023-08-20 23:31:16.898513,45
1344,2023-08-20 23:46:16.898513,45
1345,2023-08-21 00:01:16.898513,36
1346,2023-08-21 00:16:16.898513,26
1347,2023-08-21 00:31:16.898513,38
1348,2023-08-21 00:46:16.898513,24
1349,2023-08-21 01:01:16.898513,25
1350,2023-08-21 01:16:16.898513,34
1351,2023-08-21 01:31:16.898513,34
1352,2023-08-21 01:46:16.898513,26
1353,2023-08-21 02:01:16.898513,20
1354,2023-08-21 02:16:16.898513,28
1355,2023-08-21 02:31:16.898513,29
1356,2023-08-21 02:46:16.898513,38
1357,2023-08-21 03:01:16.898513,40
1358,2023-08-21 03:16:16.898513,34
1359,2023-08-21 03:31:16.898513,44
1360,2023-08-21 03:46:16.898513,34
1361,2023-08-21 04:01:16.898513,23
1362,2023-08-21 04:16:16.898513,27
1363,2023-08-21 04:31:16.898513,39
1364,2023-08-21 04:46:16.898513,34
1365,2023-08-21 05:01:16.898513,41
1366,2023-08-21 05:16:16.898513,40
1367,2023-08-21 05:31:16.898513,34
1368,2023-08-21 05:46:16.898513,21
1369,2023-08-21 06:01:16.898513,36
1370,2023-08-21 06:16:16.898513,31
1371,2023-08-21 06:31:16.898513,45
1372,2023-08-21 06:46:16.898513,33
1373,2023-08-21 07:01:16.898513,36
1374,2023-08-21 07:16:16.898513,39
1375,2023-08-21 07:31:16.898513,22
1376,2023-08-21 07:46:16.898513,23
1377,2023-08-21 08:01:16.898513,30
